from,to
10751,35940
10751,37378
10751,4162
10751,28236
10751,6675
10751,24925
10751,30083
10751,33855
10751,5804
10751,37358
10751,35236
10751,11769
10751,26464
10751,38419
10751,11713
10751,6566
10751,11019
10751,7907
10751,32256
10751,1206
10751,28588
10751,16843
10751,19107
10751,36299
10751,17249
10751,19544
10751,13452
10751,21455
10751,10751
10751,36023
10751,27727
10751,27784
10751,22480
10751,36125
10751,27370
10751,32483
10751,22883
10751,18744
10751,11870
10751,5878
10751,6682
10751,10048
10751,13562
10751,14093
10751,14460
10751,26844
10751,18591
10751,1681
10751,29739
10751,7098
10751,36640
10751,12970
10751,27710
10751,16136
10751,37437
10751,35353
10751,4078
36023,22032
36023,35940
36023,37378
36023,4162
36023,28236
36023,6675
36023,24925
36023,30083
36023,33855
36023,5804
36023,37358
36023,35236
36023,11769
36023,26464
36023,38419
36023,11713
36023,6566
36023,11019
36023,7907
36023,32256
36023,1206
36023,28588
36023,16843
36023,19107
36023,36299
36023,17249
36023,19544
36023,13452
36023,21455
36023,10751
36023,36023
36023,27727
36023,27784
36023,22480
36023,36125
36023,27370
36023,32483
36023,22883
36023,18744
36023,11870
36023,5878
36023,6682
36023,10048
36023,13562
36023,14093
36023,14460
36023,26844
36023,18591
36023,1681
36023,29739
36023,7098
36023,36640
36023,12970
36023,27710
36023,16136
36023,37437
36023,35353
36023,4078
27727,22032
27727,35940
27727,37378
27727,4162
27727,28236
27727,6675
27727,24925
27727,30083
27727,33855
27727,5804
27727,37358
27727,35236
27727,11769
27727,26464
27727,38419
27727,11713
27727,6566
27727,11019
27727,7907
27727,32256
27727,1206
27727,28588
27727,16843
27727,19107
27727,36299
27727,17249
27727,19544
27727,13452
27727,21455
27727,10751
27727,36023
27727,27727
27727,27784
27727,22480
27727,36125
27727,27370
27727,32483
27727,22883
27727,18744
27727,11870
27727,5878
27727,6682
27727,10048
27727,13562
27727,14093
27727,14460
27727,26844
27727,18591
27727,1681
27727,29739
27727,7098
27727,36640
27727,12970
27727,27710
27727,16136
27727,37437
27727,35353
27727,4078
27784,22032
27784,35940
27784,37378
27784,4162
27784,28236
27784,6675
27784,24925
27784,30083
27784,33855
27784,5804
27784,37358
27784,35236
27784,11769
27784,26464
27784,38419
27784,11713
27784,6566
27784,11019
27784,7907
27784,32256
27784,1206
27784,28588
27784,16843
27784,19107
27784,36299
27784,17249
27784,19544
27784,13452
27784,21455
27784,10751
27784,36023
27784,27727
27784,27784
27784,22480
27784,36125
27784,27370
27784,32483
27784,22883
27784,18744
27784,11870
27784,5878
27784,6682
27784,10048
27784,13562
27784,14093
27784,14460
27784,26844
27784,18591
27784,1681
27784,29739
27784,7098
27784,36640
27784,12970
27784,27710
27784,16136
27784,37437
27784,35353
27784,4078
22480,22032
22480,35940
22480,37378
22480,4162
22480,28236
22480,6675
22480,24925
22480,30083
22480,33855
22480,5804
22480,37358
22480,35236
22480,11769
22480,26464
22480,38419
22480,11713
22480,6566
22480,11019
22480,7907
22480,32256
22480,1206
22480,28588
22480,16843
22480,19107
22480,36299
22480,17249
22480,19544
22480,13452
22480,21455
22480,10751
22480,36023
22480,27727
22480,27784
22480,22480
22480,36125
22480,27370
22480,32483
22480,22883
22480,18744
22480,11870
22480,5878
22480,6682
22480,10048
22480,13562
22480,14093
22480,14460
22480,26844
22480,18591
22480,1681
22480,29739
22480,7098
22480,36640
22480,12970
22480,27710
22480,16136
22480,37437
22480,35353
22480,4078
36125,22032
36125,35940
36125,37378
36125,4162
36125,28236
36125,6675
36125,24925
36125,30083
36125,33855
36125,5804
36125,37358
36125,35236
36125,11769
36125,26464
36125,38419
36125,11713
36125,6566
36125,11019
36125,7907
36125,32256
36125,1206
36125,28588
36125,16843
36125,19107
36125,36299
36125,17249
36125,19544
36125,13452
36125,21455
36125,10751
36125,36023
36125,27727
36125,27784
36125,22480
36125,36125
36125,27370
36125,32483
36125,22883
36125,18744
36125,11870
36125,5878
36125,6682
36125,10048
36125,13562
36125,14093
36125,14460
36125,26844
36125,18591
36125,1681
36125,29739
36125,7098
36125,36640
36125,12970
36125,27710
36125,16136
36125,37437
36125,35353
36125,4078
27370,22032
27370,35940
27370,37378
27370,4162
27370,28236
27370,6675
27370,24925
27370,30083
27370,33855
27370,5804
27370,37358
27370,35236
27370,11769
27370,26464
27370,38419
27370,11713
27370,6566
27370,11019
27370,7907
27370,32256
27370,1206
27370,28588
27370,16843
27370,19107
27370,36299
27370,17249
27370,19544
27370,13452
27370,21455
27370,10751
27370,36023
27370,27727
27370,27784
27370,22480
27370,36125
27370,27370
27370,32483
27370,22883
27370,18744
27370,11870
27370,5878
27370,6682
27370,10048
27370,13562
27370,14093
27370,14460
27370,26844
27370,18591
27370,1681
27370,29739
27370,7098
27370,36640
27370,12970
27370,27710
27370,16136
27370,37437
27370,35353
27370,4078
32483,22032
32483,35940
32483,37378
32483,4162
32483,28236
32483,6675
32483,24925
32483,30083
32483,33855
32483,5804
32483,37358
32483,35236
32483,11769
32483,26464
32483,38419
32483,11713
32483,6566
32483,11019
32483,7907
32483,32256
32483,1206
32483,28588
32483,16843
32483,19107
32483,36299
32483,17249
32483,19544
32483,13452
32483,21455
32483,10751
32483,36023
32483,27727
32483,27784
32483,22480
32483,36125
32483,27370
32483,32483
32483,22883
32483,18744
32483,11870
32483,5878
32483,6682
32483,10048
32483,13562
32483,14093
32483,14460
32483,26844
32483,18591
32483,1681
32483,29739
32483,7098
32483,36640
32483,12970
32483,27710
32483,16136
32483,37437
32483,35353
32483,4078
22883,22032
22883,35940
22883,37378
22883,4162
22883,28236
22883,6675
22883,24925
22883,30083
22883,33855
22883,5804
22883,37358
22883,35236
22883,11769
22883,26464
22883,38419
22883,11713
22883,6566
22883,11019
22883,7907
22883,32256
22883,1206
22883,28588
22883,16843
22883,19107
22883,36299
22883,17249
22883,19544
22883,13452
22883,21455
22883,10751
22883,36023
22883,27727
22883,27784
22883,22480
22883,36125
22883,27370
22883,32483
22883,22883
22883,18744
22883,11870
22883,5878
22883,6682
22883,10048
22883,13562
22883,14093
22883,14460
22883,26844
22883,18591
22883,1681
22883,29739
22883,7098
22883,36640
22883,12970
22883,27710
22883,16136
22883,37437
22883,35353
22883,4078
18744,22032
18744,35940
18744,37378
18744,4162
18744,28236
18744,6675
18744,24925
18744,30083
18744,33855
18744,5804
18744,37358
18744,35236
18744,11769
18744,26464
18744,38419
18744,11713
18744,6566
18744,11019
18744,7907
18744,32256
18744,1206
18744,28588
18744,16843
18744,19107
18744,36299
18744,17249
18744,19544
18744,13452
18744,21455
18744,10751
18744,36023
18744,27727
18744,27784
18744,22480
18744,36125
18744,27370
18744,32483
18744,22883
18744,18744
18744,11870
18744,5878
18744,6682
18744,10048
18744,13562
18744,14093
18744,14460
18744,26844
18744,18591
18744,1681
18744,29739
18744,7098
18744,36640
18744,12970
18744,27710
18744,16136
18744,37437
18744,35353
18744,4078
11870,22032
11870,35940
11870,37378
11870,4162
11870,28236
11870,6675
11870,24925
11870,30083
11870,33855
11870,5804
11870,37358
11870,35236
11870,11769
11870,26464
11870,38419
11870,11713
11870,6566
11870,11019
11870,7907
11870,32256
11870,1206
11870,28588
11870,16843
11870,19107
11870,36299
11870,17249
11870,19544
11870,13452
11870,21455
11870,10751
11870,36023
11870,27727
11870,27784
11870,22480
11870,36125
11870,27370
11870,32483
11870,22883
11870,18744
11870,11870
11870,5878
11870,6682
11870,10048
11870,13562
11870,14093
11870,14460
11870,26844
11870,18591
11870,1681
11870,29739
11870,7098
11870,36640
11870,12970
11870,27710
11870,16136
11870,37437
11870,35353
11870,4078
5878,22032
5878,35940
5878,37378
5878,4162
5878,28236
5878,6675
5878,24925
5878,30083
5878,33855
5878,5804
5878,37358
5878,35236
5878,11769
5878,26464
5878,38419
5878,11713
5878,6566
5878,11019
5878,7907
5878,32256
5878,1206
5878,28588
5878,16843
5878,19107
5878,36299
5878,17249
5878,19544
5878,13452
5878,21455
5878,10751
5878,36023
5878,27727
5878,27784
5878,22480
5878,36125
5878,27370
5878,32483
5878,22883
5878,18744
5878,11870
5878,5878
5878,6682
5878,10048
5878,13562
5878,14093
5878,14460
5878,26844
5878,18591
5878,1681
5878,29739
5878,7098
5878,36640
5878,12970
5878,27710
5878,16136
5878,37437
5878,35353
5878,4078
6682,22032
6682,35940
6682,37378
6682,4162
6682,28236
6682,6675
6682,24925
6682,30083
6682,33855
6682,5804
6682,37358
6682,35236
6682,11769
6682,26464
6682,38419
6682,11713
6682,6566
6682,11019
6682,7907
6682,32256
6682,1206
6682,28588
6682,16843
6682,19107
6682,36299
6682,17249
6682,19544
6682,13452
6682,21455
6682,10751
6682,36023
6682,27727
6682,27784
6682,22480
6682,36125
6682,27370
6682,32483
6682,22883
6682,18744
6682,11870
6682,5878
6682,6682
6682,10048
6682,13562
6682,14093
6682,14460
6682,26844
6682,18591
6682,1681
6682,29739
6682,7098
6682,36640
6682,12970
6682,27710
6682,16136
6682,37437
6682,35353
6682,4078
10048,22032
10048,35940
10048,37378
10048,4162
10048,28236
10048,6675
10048,24925
10048,30083
10048,33855
10048,5804
10048,37358
10048,35236
10048,11769
10048,26464
10048,38419
10048,11713
10048,6566
10048,11019
10048,7907
10048,32256
10048,1206
10048,28588
10048,16843
10048,19107
10048,36299
10048,17249
10048,19544
10048,13452
10048,21455
10048,10751
10048,36023
10048,27727
10048,27784
10048,22480
10048,36125
10048,27370
10048,32483
10048,22883
10048,18744
10048,11870
10048,5878
10048,6682
10048,10048
10048,13562
10048,14093
10048,14460
10048,26844
10048,18591
10048,1681
10048,29739
10048,7098
10048,36640
10048,12970
10048,27710
10048,16136
10048,37437
10048,35353
10048,4078
13562,22032
13562,35940
13562,37378
13562,4162
13562,28236
13562,6675
13562,24925
13562,30083
13562,33855
13562,5804
13562,37358
13562,35236
13562,11769
13562,26464
13562,38419
13562,11713
13562,6566
13562,11019
13562,7907
13562,32256
13562,1206
13562,28588
13562,16843
13562,19107
13562,36299
13562,17249
13562,19544
13562,13452
13562,21455
13562,10751
13562,36023
13562,27727
13562,27784
13562,22480
13562,36125
13562,27370
13562,32483
13562,22883
13562,18744
13562,11870
13562,5878
13562,6682
13562,10048
13562,13562
13562,14093
13562,14460
13562,26844
13562,18591
13562,1681
13562,29739
13562,7098
13562,36640
13562,12970
13562,27710
13562,16136
13562,37437
13562,35353
13562,4078
14093,22032
14093,35940
14093,37378
14093,4162
14093,28236
14093,6675
14093,24925
14093,30083
14093,33855
14093,5804
14093,37358
14093,35236
14093,11769
14093,26464
14093,38419
14093,11713
14093,6566
14093,11019
14093,7907
14093,32256
14093,1206
14093,28588
14093,16843
14093,19107
14093,36299
14093,17249
14093,19544
14093,13452
14093,21455
14093,10751
14093,36023
14093,27727
14093,27784
14093,22480
14093,36125
14093,27370
14093,32483
14093,22883
14093,18744
14093,11870
14093,5878
14093,6682
14093,10048
14093,13562
14093,14093
14093,14460
14093,26844
14093,18591
14093,1681
14093,29739
14093,7098
14093,36640
14093,12970
14093,27710
14093,16136
14093,37437
14093,35353
14093,4078
14460,22032
14460,35940
14460,37378
14460,4162
14460,28236
14460,6675
14460,24925
14460,30083
14460,33855
14460,5804
14460,37358
14460,35236
14460,11769
14460,26464
14460,38419
14460,11713
14460,6566
14460,11019
14460,7907
14460,32256
14460,1206
14460,28588
14460,16843
14460,19107
14460,36299
14460,17249
14460,19544
14460,13452
14460,21455
14460,10751
14460,36023
14460,27727
14460,27784
14460,22480
14460,36125
14460,27370
14460,32483
14460,22883
14460,18744
14460,11870
14460,5878
14460,6682
14460,10048
14460,13562
14460,14093
14460,14460
14460,26844
14460,18591
14460,1681
14460,29739
14460,7098
14460,36640
14460,12970
14460,27710
14460,16136
14460,37437
14460,35353
14460,4078
26844,22032
26844,35940
26844,37378
26844,4162
26844,28236
26844,6675
26844,24925
26844,30083
26844,33855
26844,5804
26844,37358
26844,35236
26844,11769
26844,26464
26844,38419
26844,11713
26844,6566
26844,11019
26844,7907
26844,32256
26844,1206
26844,28588
26844,16843
26844,19107
26844,36299
26844,17249
26844,19544
26844,13452
26844,21455
26844,10751
26844,36023
26844,27727
26844,27784
26844,22480
26844,36125
26844,27370
26844,32483
26844,22883
26844,18744
26844,11870
26844,5878
26844,6682
26844,10048
26844,13562
26844,14093
26844,14460
26844,26844
26844,18591
26844,1681
26844,29739
26844,7098
26844,36640
26844,12970
26844,27710
26844,16136
26844,37437
26844,35353
26844,4078
18591,22032
18591,35940
18591,37378
18591,4162
18591,28236
18591,6675
18591,24925
18591,30083
18591,33855
18591,5804
18591,37358
18591,35236
18591,11769
18591,26464
18591,38419
18591,11713
18591,6566
18591,11019
18591,7907
18591,32256
18591,1206
18591,28588
18591,16843
18591,19107
18591,36299
18591,17249
18591,19544
18591,13452
18591,21455
18591,10751
18591,36023
18591,27727
18591,27784
18591,22480
18591,36125
18591,27370
18591,32483
18591,22883
18591,18744
18591,11870
18591,5878
18591,6682
18591,10048
18591,13562
18591,14093
18591,14460
18591,26844
18591,18591
18591,1681
18591,29739
18591,7098
18591,36640
18591,12970
18591,27710
18591,16136
18591,37437
18591,35353
18591,4078
1681,22032
1681,35940
1681,37378
1681,4162
1681,28236
1681,6675
1681,24925
1681,30083
1681,33855
1681,5804
1681,37358
1681,35236
1681,11769
1681,26464
1681,38419
1681,11713
1681,6566
1681,11019
1681,7907
1681,32256
1681,1206
1681,28588
1681,16843
1681,19107
1681,36299
1681,17249
1681,19544
1681,13452
1681,21455
1681,10751
1681,36023
1681,27727
1681,27784
1681,22480
1681,36125
1681,27370
1681,32483
1681,22883
1681,18744
1681,11870
1681,5878
1681,6682
1681,10048
1681,13562
1681,14093
1681,14460
1681,26844
1681,18591
1681,1681
1681,29739
1681,7098
1681,36640
1681,12970
1681,27710
1681,16136
1681,37437
1681,35353
1681,4078
29739,22032
29739,35940
29739,37378
29739,4162
29739,28236
29739,6675
29739,24925
29739,30083
29739,33855
29739,5804
29739,37358
29739,35236
29739,11769
29739,26464
29739,38419
29739,11713
29739,6566
29739,11019
29739,7907
29739,32256
29739,1206
29739,28588
29739,16843
29739,19107
29739,36299
29739,17249
29739,19544
29739,13452
29739,21455
29739,10751
29739,36023
29739,27727
29739,27784
29739,22480
29739,36125
29739,27370
29739,32483
29739,22883
29739,18744
29739,11870
29739,5878
29739,6682
29739,10048
29739,13562
29739,14093
29739,14460
29739,26844
29739,18591
29739,1681
29739,29739
29739,7098
29739,36640
29739,12970
29739,27710
29739,16136
29739,37437
29739,35353
29739,4078
7098,22032
7098,35940
7098,37378
7098,4162
7098,28236
7098,6675
7098,24925
7098,30083
7098,33855
7098,5804
7098,37358
7098,35236
7098,11769
7098,26464
7098,38419
7098,11713
7098,6566
7098,11019
7098,7907
7098,32256
7098,1206
7098,28588
7098,16843
7098,19107
7098,36299
7098,17249
7098,19544
7098,13452
7098,21455
7098,10751
7098,36023
7098,27727
7098,27784
7098,22480
7098,36125
7098,27370
7098,32483
7098,22883
7098,18744
7098,11870
7098,5878
7098,6682
7098,10048
7098,13562
7098,14093
7098,14460
7098,26844
7098,18591
7098,1681
7098,29739
7098,7098
7098,36640
7098,12970
7098,27710
7098,16136
7098,37437
7098,35353
7098,4078
36640,22032
36640,35940
36640,37378
36640,4162
36640,28236
36640,6675
36640,24925
36640,30083
36640,33855
36640,5804
36640,37358
36640,35236
36640,11769
36640,26464
36640,38419
36640,11713
36640,6566
36640,11019
36640,7907
36640,32256
36640,1206
36640,28588
36640,16843
36640,19107
36640,36299
36640,17249
36640,19544
36640,13452
36640,21455
36640,10751
36640,36023
36640,27727
36640,27784
36640,22480
36640,36125
36640,27370
36640,32483
36640,22883
36640,18744
36640,11870
36640,5878
36640,6682
36640,10048
36640,13562
36640,14093
36640,14460
36640,26844
36640,18591
36640,1681
36640,29739
36640,7098
36640,36640
36640,12970
36640,27710
36640,16136
36640,37437
36640,35353
36640,4078
12970,22032
12970,35940
12970,37378
12970,4162
12970,28236
12970,6675
12970,24925
12970,30083
12970,33855
12970,5804
12970,37358
12970,35236
12970,11769
12970,26464
12970,38419
12970,11713
12970,6566
12970,11019
12970,7907
12970,32256
12970,1206
12970,28588
12970,16843
12970,19107
12970,36299
12970,17249
12970,19544
12970,13452
12970,21455
12970,10751
12970,36023
12970,27727
12970,27784
12970,22480
12970,36125
12970,27370
12970,32483
12970,22883
12970,18744
12970,11870
12970,5878
12970,6682
12970,10048
12970,13562
12970,14093
12970,14460
12970,26844
12970,18591
12970,1681
12970,29739
12970,7098
12970,36640
12970,12970
12970,27710
12970,16136
12970,37437
12970,35353
12970,4078
27710,22032
27710,35940
27710,37378
27710,4162
27710,28236
27710,6675
27710,24925
27710,30083
27710,33855
27710,5804
27710,37358
27710,35236
27710,11769
27710,26464
27710,38419
27710,11713
27710,6566
27710,11019
27710,7907
27710,32256
27710,1206
27710,28588
27710,16843
27710,19107
27710,36299
27710,17249
27710,19544
27710,13452
27710,21455
27710,10751
27710,36023
27710,27727
27710,27784
27710,22480
27710,36125
27710,27370
27710,32483
27710,22883
27710,18744
27710,11870
27710,5878
27710,6682
27710,10048
27710,13562
27710,14093
27710,14460
27710,26844
27710,18591
27710,1681
27710,29739
27710,7098
27710,36640
27710,12970
27710,27710
27710,16136
27710,37437
27710,35353
27710,4078
16136,22032
16136,35940
16136,37378
16136,4162
16136,28236
16136,6675
16136,24925
16136,30083
16136,33855
16136,5804
16136,37358
16136,35236
16136,11769
16136,26464
16136,38419
16136,11713
16136,6566
16136,11019
16136,7907
16136,32256
16136,1206
16136,28588
16136,16843
16136,19107
16136,36299
16136,17249
16136,19544
16136,13452
16136,21455
16136,10751
16136,36023
16136,27727
16136,27784
16136,22480
16136,36125
16136,27370
16136,32483
16136,22883
16136,18744
16136,11870
16136,5878
16136,6682
16136,10048
16136,13562
16136,14093
16136,14460
16136,26844
16136,18591
16136,1681
16136,29739
16136,7098
16136,36640
16136,12970
16136,27710
16136,16136
16136,37437
16136,35353
16136,4078
37437,22032
37437,35940
37437,37378
37437,4162
37437,28236
37437,6675
37437,24925
37437,30083
37437,33855
37437,5804
37437,37358
37437,35236
37437,11769
37437,26464
37437,38419
37437,11713
37437,6566
37437,11019
37437,7907
37437,32256
37437,1206
37437,28588
37437,16843
37437,19107
37437,36299
37437,17249
37437,19544
37437,13452
37437,21455
37437,10751
37437,36023
37437,27727
37437,27784
37437,22480
37437,36125
37437,27370
37437,32483
37437,22883
37437,18744
37437,11870
37437,5878
37437,6682
37437,10048
37437,13562
37437,14093
37437,14460
37437,26844
37437,18591
37437,1681
37437,29739
37437,7098
37437,36640
37437,12970
37437,27710
37437,16136
37437,37437
37437,35353
37437,4078
35353,22032
35353,35940
35353,37378
35353,4162
35353,28236
35353,6675
35353,24925
35353,30083
35353,33855
35353,5804
35353,37358
35353,35236
35353,11769
35353,26464
35353,38419
35353,11713
35353,6566
35353,11019
35353,7907
35353,32256
35353,1206
35353,28588
35353,16843
35353,19107
35353,36299
35353,17249
35353,19544
35353,13452
35353,21455
35353,10751
35353,36023
35353,27727
35353,27784
35353,22480
35353,36125
35353,27370
35353,32483
35353,22883
35353,18744
35353,11870
35353,5878
35353,6682
35353,10048
35353,13562
35353,14093
35353,14460
35353,26844
35353,18591
35353,1681
35353,29739
35353,7098
35353,36640
35353,12970
35353,27710
35353,16136
35353,37437
35353,35353
35353,4078
4078,22032
4078,35940
4078,37378
4078,4162
4078,28236
4078,6675
4078,24925
4078,30083
4078,33855
4078,5804
4078,37358
4078,35236
4078,11769
4078,26464
4078,38419
4078,11713
4078,6566
4078,11019
4078,7907
4078,32256
4078,1206
4078,28588
4078,16843
4078,19107
4078,36299
4078,17249
4078,19544
4078,13452
4078,21455
4078,10751
4078,36023
4078,27727
4078,27784
4078,22480
4078,36125
4078,27370
4078,32483
4078,22883
4078,18744
4078,11870
4078,5878
4078,6682
4078,10048
4078,13562
4078,14093
4078,14460
4078,26844
4078,18591
4078,1681
4078,29739
4078,7098
4078,36640
4078,12970
4078,27710
4078,16136
4078,37437
4078,35353
4078,4078
